######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# title :garnet geochemistry of the Voirons nappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# author : Jérémy Ragusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# date : 2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# description : garnet geochemistry (64-125 µm) from QEMScan (SEM-EDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample,type,confidence,O,Mg,Al,Si,Ca,Cr,Ti,Mn,Fe,Zr,Os,Gd,Dy,Pr,Tm,Tb,Te,Sm,As,Hg,Sb,Cu,C,Ru,Cs,Eu,Co,Lu,La,Cd,Ce,Ga,Ba,Pt,Nd,Zn,V,Yb,I,Rh,Nb,P,Sc,Ge,Th,Y,Pd,U,In,Ni,Hf,Cl,Ir,Au,Se,Mo,Sn,Pr,F,Er,Re,Ho,Ag,Bi,Tl,Sr
JR20,Alm-Prp-Grs,"90,32","19,84","5,88","18,75","26,44","13,88",0,0,0,"20,01",0,0,0,"7,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,"90,89","22,15",0,"15,08","31,66",0,0,0,"11,53","30,32",0,0,0,"8,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,"89,36","23,44",0,"16,07","24,59",0,0,0,"14,28","31,5",0,0,0,0,0,0,0,"2,56",0,0,"5,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,"88,31","16,95",0,"18,12","24,74",0,0,0,"11,25","32,96",0,0,"6,58","4,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,"88,96","21,53",0,"15,7","28,7","3,13",0,0,"12,14","25,1",0,0,0,"8,41",0,0,0,0,0,0,0,0,0,0,0,0,"8,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,"87,19","23,16",0,"14,41","24,93",4,0,0,"12,33","37,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,"90,09","21,35",0,14,"26,85","3,88",0,0,"8,81","30,09",0,0,0,"4,93",0,0,0,0,0,0,0,0,0,0,0,0,"10,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,88,"27,2",0,"11,22","28,98","2,12",0,0,"11,95","32,41",0,0,0,"8,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,"88,76","24,28","3,1","17,98","26,5",0,0,0,"10,69","33,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,"88,68","20,42",0,"13,82","28,62","4,5",0,0,"12,63","26,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Alm-Sps,"89,7","21,9",0,"15,91","26,98",0,0,0,"12,18","33,3",0,0,0,0,0,0,0,"3,19",0,0,0,0,"3,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"88,43","24,72",0,"12,03","25,19","2,22",0,0,"19,23","30,89",0,0,0,"10,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"88,31","17,76",0,"15,63","23,63",0,0,0,"31,21","21,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"88,97","18,7",0,"14,22","28,44",0,0,0,"32,7","20,42",0,0,0,"5,4",0,0,0,0,0,0,0,0,0,0,0,0,"3,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"89,1","19,85",0,"14,1","24,88",0,0,0,"21,72","24,78",0,0,"7,24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"90,76","18,78",0,"12,81","27,79",0,0,0,"29,74","21,38",0,0,0,0,0,0,"3,86",0,0,0,0,0,0,0,0,0,"3,04",0,"4,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"87,88","22,81",0,"10,35","24,23","6,72",0,0,"22,21","21,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,07",0,0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"88,73","24,36",0,"12,69","26,32",0,0,0,"20,42","24,27",0,0,"6,21","9,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"89,16","22,31",0,"16,09","26,68",0,0,0,"33,14","16,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,65","2,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"89,13","18,49",0,"14,75","25,64",0,0,0,"29,15","22,63",0,0,0,0,0,0,0,"2,47",0,0,0,0,0,0,"2,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,42",0,0,0,0,0,0,0,0,0,0
JR20,Garnet,"88,44","18,65",0,"13,37","29,32",0,0,0,"23,33","21,02",0,0,0,"12,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"90,62","16,15","4,66","20,3","27,08","7,95",0,0,0,"32,96",0,0,0,"3,58",0,0,0,0,0,0,0,"3,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"90,61","19,1",0,"14,28","33,06","8,13",0,0,0,"38,57",0,0,0,0,0,0,"3,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"90,13","21,02","5,29","18,8","27,27","13,45",0,0,0,"26,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"90,92","20,4",0,"12,9","28,35","7,78",0,0,"2,08","38,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"90,75","14,25","5,83","18,75","28,11","11,35",0,0,0,"30,6",0,0,0,"6,93",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"90,31","19,56","2,82","14,54","30,19","16,49",0,0,0,"25,26",0,0,0,0,0,0,"6,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"88,93","17,19",0,"13,76","26,41","8,51",0,0,0,"38,41",0,0,0,"6,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"88,68","21,99","3,71","17,89","28,74","9,13",0,0,0,"27,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"90,16","20,02","5,61","16,9","31,87","7,09",0,0,0,"25,14",0,0,0,0,0,0,0,0,0,0,0,"4,3","2,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm,"90,38","18,63","2,51","15,62","26,91","7,56",0,0,0,"40,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Grs,"93,57","8,68",0,"15,6","25,39","53,37",0,0,0,"5,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"89,1","28,6","6,22","13,23","22,91",0,0,0,0,"38,57",0,0,0,0,0,0,"3,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"89,29","26,31","8,21","12,24","20,67",0,0,0,0,"44,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"90,89","26,38","7,3","14,81","27,26",0,0,0,0,"31,78",0,0,0,0,0,0,0,0,0,0,"3,03",0,0,0,0,0,0,0,0,0,0,0,0,"2,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"90,56","32,56","6,7","15,65","22,8",0,0,0,0,"29,54",0,0,0,"6,11",0,0,0,0,0,"2,33",0,0,0,"3,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"90,47","23,21","3,2","14,46","28,83","3,14",0,0,0,"33,76",0,0,0,"7,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"88,35","25,23","9,56","15,18","22,04",0,0,"3,45",0,"34,5",0,0,0,"4,98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"89,71","27,94","4,14","13,32","24,08","2,95",0,0,0,"32,65",0,0,0,0,0,0,"4,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"89,57","28,26","5,28","13,47","22,93",0,0,"3,15",0,"36,31",0,0,0,"13,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"89,22","27,95","8,88","11,18","23,39",0,0,0,0,"31,79",0,0,0,"5,7",0,0,0,0,0,0,0,"2,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,21","2,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp,"89,23","25,03","4,07","13,98","21,47",0,0,0,0,"37,99",0,0,0,"4,97",0,0,0,0,"2,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,38",0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp-Grs,"89,78","19,02","8,15","16,16","29,42","14,21",0,0,0,"25,23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp-Grs,"90,74","16,89","8,08","17,03","28,11","14,03",0,0,0,"23,74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp-Grs,"91,12","25,28","5,93","16,49","29,46","12,32",0,0,0,"21,69",0,0,0,0,0,0,"5,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp-Grs,"90,48","20,12","6,26","17,23","29,43","14,31",0,0,0,"18,02",0,0,0,"6,16",0,0,"4,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Prp-Grs,"88,66","22,28","5,03","17,33","23,33","12,93",0,0,0,"25,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,29",0
JR5,Alm-Prp-Grs,"90,46","16,47","10,19","19,3","30,31","14,14",0,0,0,"15,03",0,0,0,0,0,"2,78",0,0,0,0,0,0,0,0,0,0,"4,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Sps,"90,54","19,82",0,"16,6","27,44","2,18",0,0,0,"29,94",0,0,0,0,0,0,"4,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Sps,"90,03","25,4",0,"14,33","28,64",0,0,0,"3,81","24,35",0,0,0,"3,71",0,0,"5,13",0,0,0,0,0,0,"2,59",0,0,"3,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Sps,"88,77","24,17",0,"12,04","21,28",0,0,0,"14,32","25,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,01"
JR5,Alm-Sps,"91,57","20,35",0,"13,89","27,73",0,0,0,"11,2","32,98",0,0,0,0,0,0,0,0,0,0,0,0,"2,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,48",0,0
JR5,Alm-Sps,"90,72","19,54",0,"13,96","27,09",0,0,0,"11,74","39,07",0,0,0,0,0,0,0,0,0,"4,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Sps,"89,81","22,25",0,"16,38","28,09",0,"2,26",0,"5,7","24,7",0,0,0,0,0,0,0,0,0,0,0,"2,31",0,0,0,0,"8,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Sps,"89,2","26,44",0,"11,33","25,47","2,11",0,0,"12,85","33,89",0,0,0,0,0,0,0,0,0,0,0,"3,57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Sps,"89,88","21,87",0,"14,93","27,72","3,16",0,0,"8,5","29,79",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"5,36",0,0
JR5,Alm-Sps,"88,88","27,91",0,"11,99","25,39","2,11",0,0,"9,9","37,12",0,0,0,"3,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Alm-Sps,"89,5","21,21",0,"13,1","26,42",0,0,0,"11,79","34,17",0,0,"4,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Garnet,"89,5","24,28",0,"15,28","26,7","2,86",0,0,"18,29","22,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Garnet,"88,54","22,03",0,"14,32","27,13","13,14",0,0,"9,52","24,82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,24",0,0,0,0,0,0,"2,41",0,0,0,0,0,0,0,0,0,0
JR5,Garnet,"90,33","19,61",0,"14,06","24,58","3,66",0,0,"31,76","15,72",0,0,0,0,0,0,0,"2,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,43",0,0,"3,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Garnet,"89,28","20,77",0,"14,56","25,14",0,0,0,"25,96","23,73",0,0,0,"7,65",0,0,0,0,0,0,0,0,0,0,0,0,"4,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Garnet,"90,88","19,94","4,85","17,04","31,56","20,43",0,0,0,"19,83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Garnet,"89,65","15,68",0,"16,65","28,9","8,15",0,0,"25,36","12,67",0,0,0,0,0,0,0,0,"2,7",0,0,0,"4,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Garnet,"89,63","13,85","4,75","19,86","28,99","18,71",0,0,0,"22,2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,4",0,0,0,0,0,0,0,0,0,0,0,0
JR5,Garnet,"90,54","15,97","4,05","18,57","29,87","14,11",0,0,0,"16,72",0,0,0,0,0,0,0,0,0,0,0,"5,3",0,"4,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Garnet,90,"15,23","4,5","17,52","29,28","18,82",0,0,0,"22,66",0,0,0,0,0,0,0,0,0,"3,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR5,Garnet,"90,29","22,16",0,"14,77","28,04","2,01",0,0,"19,28","24,24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"89,97","21,91",0,"20,49",25,"7,18",0,0,0,"35,39",0,0,0,"7,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"90,24","21,47",0,"16,62","23,01","6,94",0,0,0,"43,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"89,89","21,67",0,"14,65","25,6","7,98",0,0,0,"41,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"88,91","23,24",0,"15,02","25,09","2,09",0,0,0,"42,37",0,0,0,0,0,0,0,0,0,"2,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"90,48","19,35","7,38","15,19","28,23","10,64",0,0,0,"29,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"89,4","23,38",0,"15,36","26,13","7,03",0,0,0,"34,77",0,0,0,"4,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"88,8","22,76",0,"16,03","23,77","5,89",0,0,0,"42,04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,08",0,0,"2,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"88,89","23,66",0,"16,51","23,55","3,15",0,0,"2,46","37,49","2,01",0,0,0,0,0,0,"4,12",0,0,0,"2,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"90,52","18,74","2,37","16,29","25,254","5,25",0,0,0,"43,38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Alm,"89,91","19,27",0,"14,83","28,24","6,28",0,0,"3,76","34,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Grs,"94,09","12,98",0,"17,66","26,77","50,37",0,0,"2,5","4,38",0,0,"4,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR370,Grs,"93,11","9,56",0,"16,6","31,23","45,11",0,0,0,"4,67",0,0,0,0,0,0,0,0,0,"3,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
