######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# title :garnet geochemistry of the Voirons nappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# author : Jérémy Ragusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# date : 2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# description : garnet geochemistry (64-125 µm) from QEMScan (SEM-EDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
######,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample,type,confidence,O,Mg,Al,Si,Ca,Cr,Ti,Mn,Fe,Zr,Os,Gd,Dy,Pr,Tm,Tb,Te,Sm,As,Hg,Sb,Cu,C,Ru,Cs,Eu,Co,Lu,La,Cd,Ce,Ga,Ba,Pt,Nd,Zn,V,Yb,I,Rh,Nb,P,Sc,Ge,Th,Y,Pd,U,In,Ni,Hf,Cl,Ir,Au,Se,Mo,Sn,Pr,F,Er,Re,Ho,Ag,Bi,Tl,Sr
JR341,Alm,"90,23","27,37",0,"13,91","28,6",0,0,0,0,"41,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm,"91,66","26,92",0,"15,74","28,63",0,0,0,"3,39","38,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm,"90,77","23,71",0,"13,9","28,99","12,79",0,0,0,"36,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"90,67","22,13","4,33","15,62","26,98",0,0,0,0,"41,76",0,0,0,0,0,0,0,0,0,0,0,0,"3,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"90,24","23,77","5,46","16,33","29,96",0,0,0,0,"26,64",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"91,29","26,63","5,16","15,98","26,77","3,63",0,0,0,"38,73","2,81",0,0,0,0,0,0,0,0,"2,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"90,72","24,58","3,6","14,16","26,01","2,4",0,0,0,"40,09",0,0,0,"6,4",0,0,0,0,0,0,0,0,"2,23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"89,35","27,67","2,25","13,86","23,14",0,0,0,0,"41,27",0,0,0,0,0,0,0,0,0,"3,16",0,0,0,0,0,0,0,0,"3,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"90,57","24,4","4,12","14,28","25,21",0,0,0,"2,75","40,38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"89,97","24,96","4,25","12,75","25,25",0,0,0,0,"43,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"89,52","27,74","3,87","12,93","26,74",0,0,0,0,"40,02",0,0,0,0,0,0,0,0,0,0,0,0,"2,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"90,53","23,54","7,46","17,12","26,01",0,0,0,0,"29,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp,"90,68","21,43","2,74","13,78","29,46",0,0,0,0,"34,69",0,0,0,0,0,0,0,"3,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,62",0,0,0,0,0,0,0,"2,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp-Grs,"90,63","16,67","6,72","16,35","29,93","13,54",0,0,0,"19,6",0,0,0,0,0,0,"5,7",0,0,0,0,"5,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp-Grs,"90,96","16,43","7,39","17,72","31,46","17,04",0,0,0,"20,61",0,0,0,0,0,0,0,0,0,0,0,0,"2,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp-Grs,"90,04","21,21","6,89","16,02","28,49","14,07",0,0,0,"23,72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp-Grs,"90,71","18,04","5,67","16,68","30,03","16,31",0,0,0,"24,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp-Grs,"89,71","19,91","6,97","15,26","28,13","9,78",0,0,0,"20,96",0,0,0,0,0,0,0,"7,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Prp-Grs,"90,11","18,84","10,6","18,02","29,33","14,47",0,0,0,"18,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"89,35","25,75","2,65","14,6","25,53","3,05",0,0,"10,46","31,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"88,9","24,02",0,"12,85","24,93","6,07",0,0,"9,86","32,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"89,99","26,36",0,"14,25","28,14",0,0,0,"11,47","27,27",0,0,0,0,0,"5,04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"89,77","19,27",0,"13,44","26,92",0,0,0,"12,73","34,52",0,0,0,0,0,0,0,0,0,0,0,"2,9",0,0,0,0,"9,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"89,49","23,87",0,"14,51","25,31",0,0,0,"12,16","32,51",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"88,83","17,64","3,63","14,16","27,63","5,21",0,0,"6,67","31,14",0,0,0,0,0,0,"4,45",0,0,0,0,"2,35","2,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"89,47","20,72",0,"18,4","26,84",0,0,0,"10,72","33,98",0,0,0,"4,75",0,0,0,"3,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"90,36","19,82","2,28","17,32","29,52","2,1",0,0,"8,28","34,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"90,75","16,76",0,"14,98","28,51","8,66",0,0,"14,51","24,39",0,0,0,0,"3,3",0,0,0,0,0,0,0,0,0,0,0,"5,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Alm-Sps,"90,14","19,3",0,"12,68","31,59","5,46",0,0,"15,32","20,49",0,0,0,0,0,0,"8,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"88,95","22,45",0,"15,85","25,33",0,0,0,"24,73","19,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"89,33","24,33",0,"12,42","26,58",0,0,0,"19,77","33,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"89,16","13,2",0,"11,33","22,86",0,0,0,"30,81","28,2",0,0,0,0,0,0,0,0,"4,56",0,0,0,0,0,0,"2,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"89,58","21,78",0,"15,14","27,25",0,0,0,"15,59","28,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"90,69","42,2","10,23",16,"16,78",0,0,0,0,"26,43",0,0,0,0,0,0,"7,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"90,5","17,13","3,68","14,94","34,11",12,0,0,"15,98","15,23",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"88,86","19,56","3,07","13,83","28,53","9,97",0,0,"7,57","25,82",0,0,0,0,0,0,0,0,0,0,0,"6,34",0,0,0,0,"4,76",0,0,0,0,0,0,0,"2,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"88,96","19,82",0,"15,38","25,55","9,05",0,0,"20,89","19,52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"89,15","22,23",0,"14,06","27,09",0,0,0,"15,93",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR341,Garnet,"90,07","24,88",0,"15,72","29,18",0,0,0,"15,58","17,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"90,49","23,3",0,"12,11","24,84",0,0,0,"2,84","45,16",0,0,0,"9,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"90,64","16,61","3,81","17,34","29,79","12,66",0,0,0,"59,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,37",0,0,0,0,"2,45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"91,16","19,65",0,"15,25","27,54","9,26",0,0,0,"38,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"90,11",21,"2,15","13,32",26,"6,54",0,0,0,"42,7",0,0,0,0,0,0,0,0,0,0,0,0,"4,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"89,77","30,13",0,"15,81","27,3","4,05",0,0,0,"31,23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"90,51","24,2","3,54","17,21","27,68","7,78",0,0,0,"38,04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"90,12","22,08",0,"14,38","30,44","5,01",0,0,0,"3,067",0,0,0,3,0,0,"8,52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"90,23","23,45","6,93","18,4","29,32","6,66",0,0,0,"25,12",0,0,0,0,0,0,0,"3,9",0,0,0,0,0,0,0,0,0,"3,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"89,96","29,39",0,"13,67","27,02","4,66",0,0,"4,33","35,68",0,0,0,0,0,0,"4,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm,"89,9","21,54",0,"16,36","27,44","5,97",0,0,0,"43,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"90,44","25,72","4,6","17,49","24,4","4,06",0,0,0,"42,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"91,56","26,05","3,03","16,56","26,81",0,0,0,0,"39,47",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,"3,28",0,0,0,"3,14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"90,36","22,68",7,"14,25","32,04",0,0,0,0,"30,39",0,"2,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,"2,52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"89,53","30,19","5,88","17,18","7,91",0,0,0,0,"40,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"88,83","29,94","5,87","12,02","22,33",0,0,0,0,"38,02",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"90,06","20,61","5,84","16,75","28,44",0,0,0,0,"35,57",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"89,38","31,93","8,98","12,63","21,26","2,16",0,0,0,"35,7",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,16",0,0,0,"3,24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"90,61","30,97","2,89","15,54","26,03",0,0,0,0,"38,19",0,0,0,0,0,0,0,0,0,0,0,"3,69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"90,01","25,3","2,21","16,38","24,98","2,57",0,0,0,"45,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp,"90,26","26,34","5,18","16,3","25,07",0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,"2,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Prp-Grs,"90,17","21,25","6,4","16,15","29,26","17,55",0,0,0,"16,69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"90,16","25,31",0,"13,53","27,33",0,0,0,"12,08","32,78",0,0,0,"5,8",0,0,"5,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"90,14","22,31","2,11","13,56","28,76",0,0,0,"9,46","34,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"89,61","24,76",0,"16,98","24,93","2,11",0,0,"14,48","28,45",0,0,0,"5,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"89,12","22,57",0,"13,62","27,92","2,98",0,0,"15,33","32,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"89,58","20,66",0,"16,03","24,02",0,0,0,"11,46","28,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,55",0,0,0,0,0,0,0,0,0,"2,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"89,61","22,49",0,"14,68","27,41","2,44",0,0,"11,92","34,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"90,14","23,88",0,"15,1","28,14","5,15",0,0,"14,33","32,03",0,0,0,0,0,0,0,0,0,0,0,0,"2,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"89,83","25,63",0,14,"24,85","5,71",0,0,"13,26","34,17",0,0,0,0,0,0,0,0,0,0,0,0,"2,83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"89,73","19,47",0,"14,24","28,01",0,0,0,"10,83","32,18",0,0,0,0,0,0,"7,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Alm-Sps,"90,01","20,44",0,"15,79","28,05",0,0,0,"12,63","26,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Garnet,"91,05","18,35","5,46","17,84","30,6","19,78",0,0,0,"19,15",0,0,0,0,0,0,"4,77",0,0,0,0,0,"2,04",0,0,0,0,0,"2,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,Garnet,"90,57","18,57","4,2","16,49","25,14","20,04",0,0,0,"26,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm,"90,46","23,28",0,"15,82","28,16","8,53",0,0,0,"34,4",0,0,0,0,0,0,"9,74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm,"91,04","2,99","2,26","15,07","24,23","7,33",0,0,0,"41,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm,"91,66","21,05",0,"17,82","32,3","4,45",0,0,0,"27,85",0,0,0,"9,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm,"90,8","18,08","2,88","16,51","27,61","9,1",0,0,0,"41,22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,29",0,0,0,0,0,"2,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm,"89,99","15,29",0,"15,7","29,07","6,22",0,"3,77",0,"39,21",0,0,0,0,0,0,"6,85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm,"89,51","16,63",0,"17,67","25,88","5,15",0,0,0,"41,04",0,0,0,"4,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm,"90,45","19,84",0,"16,95","28,96","4,81",0,0,0,"42,72",0,0,0,0,0,0,"5,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,Alm,"90,14","19,68",0,"16,89","24,54","7,01",0,0,0,"37,96",0,0,0,0,0,0,"4,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
